numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
6409,Charlene Khan,Dr. Mohamed Phillips,QMBA55941613517601,0,0.515016615,0,2019-02-06T00:00:00,20,5040,35000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,25000,,2019-12-31T00:00:00,955332,122626,1451165,1328538,0,93030,955332,1242302,372399,12,869903,2016,De 0 a 5 anos,30000,FALSE,TRUE,1,13200,2020-11-18T12:13:44
6410,Marie Khan-Law,Sara Lee,AZSC87069187552433,28,0.364991167,0,2019-03-13T00:00:00,24,11796.6,50000,AprovadoAnalista,De 51 a 80 % - Alto,0.392857143,0.607142857,0,30000,,,,,,,,,,5053103,0,12,0,2018,De 0 a 5 anos,100000,TRUE,TRUE,1,720,2020-11-18T12:12:34
6411,Mr. Marcus Watson,Dr. Declan Smart,RQIG74405595579744,0,0,,2016-04-18T10:39:54,0,0,60000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,60000,,2019-12-31T03:00:00,2573442,1306475,3393451,2086975,0,254868,508814,6642318,3528440,12,3113878,2004,De 11 a 16 anos,1000000,FALSE,TRUE,0,420078,2020-11-18T12:14:20
6412,Dr. Katy Campbell,Charles Harvey,EPTF32156145712225,0,0.44206917,0,2020-04-07T00:00:00,0,3302.2,150000,AprovadoAnalista,De 31 a 50 % - Médio,0.607142857,0.392857143,0,20000,,2020-06-30T00:00:00,629507,75703,636584,-31539,0,480755,0,2733969,592420,6,2141549,2017,De 0 a 5 anos,88000,FALSE,TRUE,1,75900,2020-11-18T12:18:28
6413,Dr. Owen Martin,Dr. Ricky Fisher,SFSQ79771467169528,8,0.419188372,0,2012-07-26T00:00:00,0,3293.34,200000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,100000,,2019-12-31T03:00:00,1625686,1521442,2067465,5054,418214,295603,902507,6036159,495906,12,5540253,2003,Acima de 17 anos,10000,FALSE,FALSE,1,8800,2020-11-18T12:19:04
6414,Adam Wilson,Barbara White,ASZK65674705486167,0,0.019860939,0,2020-10-15T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,35000,,2019-12-31T00:00:00,0,0,0,0,0,0,0,3656570,0,12,0,2016,De 0 a 5 anos,50000,FALSE,FALSE,1,1920,2020-11-18T12:25:40
6415,Suzanne Smith,Marian Day,AVAO63044598911311,14,0.565045774,0,2019-12-17T00:00:00,42,118195.87,210000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,210000,,2019-12-31T03:00:00,40147679,40222591,56028277,15136282,15775862,14799137,23664583,120776175,33545891,12,87230284,2004,De 11 a 16 anos,3000000,FALSE,TRUE,1,4670447,2020-11-18T12:26:37
6416,Dr. Paul Bennett,Holly Collins,HPRC32079483400898,3,0.293964466,0,2020-07-13T00:00:00,132,47267.3,700000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,550000,,2019-12-31T03:00:00,12743188,8985428,12919372,3933944,1383304,3107516,8980082,51403730,16636071,12,34767659,2013,De 6 a 10 anos,3000000,FALSE,FALSE,1,1528967,2020-11-18T12:27:49
6417,Amelia Reid,Mrs. Geraldine Gray,PXNS26198304149891,21,0.395552161,0,2011-06-27T00:00:00,70,54935.49,65000,AprovadoAnalista,De 31 a 50 % - Médio,0.678571429,0.321428571,0.866025404,65000,,2019-12-31T03:00:00,0,0,0,0,0,0,0,61149400,0,12,0,2005,De 11 a 16 anos,50000,FALSE,FALSE,1,658600,2020-11-18T12:30:58
6418,Mr. Shaun Collier,Beverley Marshall-Archer,KMLG38110620543561,2,0.419527898,0,2019-08-29T00:00:00,8,19814.4,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,30000,,2019-12-31T03:00:00,933518,430337,933518,503181,0,0,708196,2173222,535683,12,1637539,2019,De 0 a 5 anos,300000,FALSE,FALSE,1,87400,2020-11-18T12:32:09
6419,Mr. Scott Murray,Phillip Begum,OCXJ86272230416809,0,0.529770708,0,2019-06-26T00:00:00,0,0,30000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6420,Mr. Scott Murray,Phillip Begum,OCXJ86272230416809,0,0.529770708,0,2019-06-26T00:00:00,0,0,30000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6421,Deborah Jones-Chapman,Brenda Powell,XDOI61813662894279,96,0.376022528,0,2013-03-04T00:00:00,0,0,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.972774201,25000,,,,,,,,,,3057038,0,12,0,2005,De 11 a 16 anos,220000,FALSE,FALSE,0.923624354,14580,2020-11-18T14:30:02
6422,James Bradshaw,Mrs. Jean Hartley,APUZ61462858985337,0,0.450195584,0,2019-11-14T00:00:00,0,0,10000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6423,John Collins,Miss Donna Smith,ESTG52141925374013,28,0.436999252,0,2019-01-09T00:00:00,19,3960.67,8000,AprovadoAnalista,De 51 a 80 % - Alto,0.446428571,0.553571429,0.866025404,8000,,,,,,,,,,451648,0,6,0,2018,De 0 a 5 anos,30000,FALSE,FALSE,1,6160,2020-11-18T14:33:15
6424,Carly Campbell-Finch,Christian Watkins,AVHR00531131634690,8,0.352266366,0,2019-08-09T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.785714286,0.214285714,0,25000,,,,,,,,,,2549162,0,12,0,2009,De 11 a 16 anos,40000,FALSE,FALSE,1,6400,2020-11-18T14:51:33
6425,Holly Ahmed,Rebecca Ward,AMUW45123130012863,7,0.599499568,0,2016-09-28T00:00:00,75,17250,60000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.782680372,,
6426,Shaun Barlow-Owen,Dr. Peter Bryan,NTPP27145676483888,2,0.17199103,0,2019-07-29T00:00:00,60,57600,180000,AprovadoAnalista,De 31 a 50 % - Médio,0.678571429,0.321428571,0,150000,,2020-06-30T03:00:00,4914069,2392384,4914069,693409,0,2070113,2627427,4063074,0,12,0,2017,De 0 a 5 anos,350000,FALSE,TRUE,1,52800,2020-11-18T14:31:24
6427,Donald Roberts,Lynne Miller,DXVU16800059419436,3,0.27376048,0,2018-06-18T00:00:00,0,0,40000,AprovadoAnalista,De 11 a 30 % - Baixo,0.732142857,0.267857143,0,10000,,,,,,,,,,763868,0,12,0,2000,Acima de 17 anos,100000,FALSE,FALSE,1,66000,2020-11-18T14:52:06
6428,Miss Tracy Andrews,Dr. Hilary Robinson,OKZQ30026431449883,3,0.23682703,0,2016-05-19T00:00:00,0,0,200000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.892857143,0.107142857,0,200000,,2020-08-31T03:00:00,15644746,7349714,7349714,21084441,1735854,6364912,7938589,45293573,22762223,8,22531350,1967,Acima de 17 anos,17100000,FALSE,FALSE,1,557750,2020-11-18T14:53:02
6429,Oliver Nelson,Diane Mellor,JNZU40131737101208,0,0.432734212,0,2020-01-15T00:00:00,0,0,5000,AprovadoAnalista,De 31 a 50 % - Médio,0.571428571,0.428571429,0,5000,,,,,,,,,,282707,0,12,0,2019,De 0 a 5 anos,5000,FALSE,TRUE,1,1960,2020-11-18T14:54:07
6430,Miss Anna Ross,James Matthews,RKGL05620009953075,23,0.445529778,0,2018-07-24T00:00:00,0,0,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.553571429,0.446428571,0.866025404,5000,,,,,,,,,,535657,0,12,0,1998,Acima de 17 anos,60000,FALSE,FALSE,1,11880,2020-11-18T14:54:31
6431,Ms. Deborah Reed,Mr. Alan Davidson,XZGK92618682335781,3,0.35651315,0,2018-10-05T00:00:00,142,14450,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,100000,,2019-12-31T00:00:00,5154333,3039260,7986537,1844721,50551,1274432,2595696,28328845,7030115,12,21298730,2015,De 0 a 5 anos,500000,FALSE,FALSE,1,474744,2020-11-18T14:55:09
6432,Colin Willis,Toby Coleman,YWAW74961277035994,4,0,,2017-09-29T17:29:46,0,0,1255000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0,,
6433,Colin Willis,Toby Coleman,YWAW74961277035994,4,0,,2017-09-29T17:29:46,0,0,1385000,AprovadoAnalista,De 31 a 50 % - Médio,0.535714286,0.464285714,0,1085000,,,,,,,,,,0,0,1,0,2017,De 0 a 5 anos,100000,FALSE,TRUE,0,53200,2020-11-18T14:46:52
6434,Victoria Smith,Ms. Jemma Roberts,XVTC97650951609322,26,0.468917992,0,2020-05-25T00:00:00,19,340109.96,500000,AprovadoAnalista,De 31 a 50 % - Médio,0.535714286,0.464285714,0,500000,,,,,,,,,,0,0,1,0,2015,De 0 a 5 anos,80000,FALSE,TRUE,1,54000,2020-11-18T18:07:29
6435,Reece Howarth-Bibi,Paige Hill,BPCZ40130757750213,24,0.37732121,0,2019-11-18T00:00:00,0,0,20000,ReprovadoAnalista,De 31 a 50 % - Médio,0.589285714,0.410714286,0,,,,,,,,,,,1669646,0,12,0,2018,De 0 a 5 anos,100000,FALSE,FALSE,1,59400,
6436,Dr. Roy Payne,Jeffrey Johnson,BSOD26119656498206,51,0.595429223,0,2006-06-01T00:00:00,0,0,150000,AprovadoAnalista,De 11 a 30 % - Baixo,0.767857143,0.232142857,7.00E-16,150000,,2019-12-31T03:00:00,134123658,54462811,186101629,86629182,33619253,33146761,39068831,129438771,84562606,12,44876165,1984,Acima de 17 anos,6000000,TRUE,FALSE,0.909863417,7613567,2020-11-18T18:35:13
6437,Sam Holden,Hannah Bennett,IOFS82458422164250,3,0.577538316,0,2020-08-18T00:00:00,0,1157142.87,1000000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6438,Sam Holden,Hannah Bennett,IOFS82458422164250,3,0.577538316,0,2020-08-18T00:00:00,0,1157142.87,1200000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,1200000,,2020-09-30T03:00:00,59757588,28894744,68419701,26935136,8507211,18737600,37535639,69478913,20649133,9,48829780,2002,Acima de 17 anos,250000,FALSE,FALSE,1,3600000,2020-11-18T17:53:16
6439,Diana Martin,Stephen Murphy,XFZU56699382608584,5,0.465319062,0,2020-10-29T00:00:00,111,15943.86,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,20000,,,,,,,,,,1160566,0,12,0,2011,De 6 a 10 anos,50000,FALSE,FALSE,1,720,2020-11-18T18:05:09
6440,Fiona Warren-Skinner,Roger Edwards,JNOD44845936618321,0,0.467269379,0,2019-11-25T00:00:00,38,5535.4,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,40000,,,,,,,,,,951889,951889,6,0,1972,Acima de 17 anos,6000,FALSE,FALSE,1,7360,2020-11-18T18:37:30
6441,Dr. Anne Shaw,Luke Mitchell-Bates,FNQH11760832083245,24,0.420556019,0,2012-02-14T00:00:00,30,69643.75,300000,AprovadoAnalista,De 11 a 30 % - Baixo,0.767857143,0.232142857,0.866025404,120000,,2020-06-30T03:00:00,734711,686413,816710,56953,373611,49083,539123,2504625,0,6,0,2011,De 6 a 10 anos,30000,FALSE,FALSE,1,14580,2020-11-18T18:49:05
6442,Jamie Garner-Brown,Brett Johnston,CNZD19216323131905,6,0.643831103,0,2018-02-19T00:00:00,46,13480,41000,AprovadoAnalista,De 31 a 50 % - Médio,0.535714286,0.464285714,0,41000,,,,,,,,,,1339251,0,12,0,2010,De 6 a 10 anos,500000,FALSE,TRUE,1,43200,2020-11-18T18:55:20
6443,Jamie Evans,Bryan Todd,QNEB59515972606075,149,0.245900851,0,2011-08-31T00:00:00,222,94801.68,318000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0.866025404,150000,,2019-12-31T03:00:00,7906341,1726581,9689698,4920965,3120000,1814001,204890,11746269,3695790,12,8050479,2011,De 6 a 10 anos,1425000,FALSE,FALSE,1,149385,2020-11-18T19:01:19
6444,Mr. Scott Murray,Phillip Begum,OCXJ86272230416809,0,0.529770708,0,2019-06-26T00:00:00,0,0,30000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.946428571,0.053571429,0,20000,,2019-12-31T00:00:00,607309,251469,794106,483401,75500,339551,32807,1686193,809946,12,876247,2013,De 6 a 10 anos,50000,FALSE,FALSE,1,42999,2020-11-18T20:03:15
6445,Dr. Stanley Smith,Dylan Robinson-Nolan,OPBS54742125672882,3,0.460284449,0,2018-07-24T00:00:00,0,0,300000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,60000,,2020-10-30T03:00:00,4162741,1768781,4425968,2468925,0,65966,3087502,2768372,718357,10,2050015,2017,De 0 a 5 anos,40000,FALSE,TRUE,1,11880,2020-11-18T20:04:00
6446,Ms. Nicole Jordan,Dr. Roger Law,MCNW21543734505402,3,0.354617768,0,2020-10-26T00:00:00,0,0,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,100000,,2019-12-31T03:00:00,15278813,13107323,16318401,3200889,528474,8966618,5903460,57584557,12202965,12,45381592,1988,Acima de 17 anos,300000,TRUE,FALSE,1,17800,2020-11-18T20:36:36
6447,Benjamin Roberts-Hancock,Jane Patel,ZTSR97563600259291,5,0.575770408,0,2016-05-09T00:00:00,0,0,10000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.844321519,,
6448,Benjamin Roberts-Hancock,Jane Patel,ZTSR97563600259291,5,0.575770408,0,2016-05-09T00:00:00,0,0,15000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,-0.866025404,15000,,2019-12-31T00:00:00,0,0,0,0,0,0,0,12914119,0,12,0,2003,Acima de 17 anos,100000,FALSE,TRUE,0.844321519,0,2020-11-18T20:37:11
6449,Roger Dixon,Diane Savage,WVJW05988853901616,158,0.448736798,0,2006-12-04T00:00:00,0,0,20000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,20000,,2019-12-31T00:00:00,2195285,442804,2725359,1547801,0,307783,609145,2494506,945371,12,1549135,1996,Acima de 17 anos,90000,FALSE,FALSE,1,99900,2020-11-19T13:18:47
6450,Louise Davies,Dr. Nigel Peters,ABGB63739462819218,21,0.58814686,0,2010-08-17T00:00:00,0,0,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0.830822564,15000,,,,,,,,,,4905479,0,12,0,2002,Acima de 17 anos,100000,FALSE,TRUE,0.978378915,216043,2020-11-19T13:19:17
6451,Harriet Smith-Harris,Dr. Clive Taylor,JPNI04003650444487,19,0.459598559,0,2016-10-04T00:00:00,4,4816,15000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,10000,,2019-12-31T00:00:00,5213431,1155908,5930325,4227231,0,653983,45466,6363612,4836346,12,1527266,2006,De 11 a 16 anos,600000,FALSE,FALSE,0.514015285,720,2020-11-19T13:21:01
6452,Damian Owen,Ms. Tracy Thompson,XHYA51882547867527,3,0.36848948,0,2019-07-26T00:00:00,65,8283.68,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.821428571,0.178571429,0.866025404,15000,,2020-05-30T03:00:00,464888,3812,799656,798999,0,0,0,1542345,0,5,0,2019,De 0 a 5 anos,50000,FALSE,FALSE,1,10120,2020-11-19T13:20:20
6453,Miss Mary Matthews,Jasmine Warren,JBPL88257932370444,0,0.368239878,0,2013-01-29T00:00:00,0,0,60000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6454,Mrs. Naomi Osborne,Mrs. Jasmine Lynch,YJXH90455347089755,33,0.223193253,0,2010-10-05T00:00:00,68,66209.82,295000,AprovadoAnalista,De 11 a 30 % - Baixo,0.767857143,0.232142857,-0.986194639,295000,,2019-05-31T03:00:00,13769660,6181072,14878097,7402373,3877601,6733077,4076110,8610209,2420538,5,6189671,2003,Acima de 17 anos,1000000,TRUE,FALSE,0.891261689,919533,2020-11-19T13:24:31
6455,David Moore,Mrs. Margaret Nelson,NIRS22286668315637,0,0.227029661,0,2020-02-14T00:00:00,163,14760.2,95000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,60000,,2019-05-31T03:00:00,13769660,6181072,14878097,7402373,3877601,6733077,4076110,8610209,2420538,5,6189671,2019,De 0 a 5 anos,1000000,FALSE,FALSE,1,554792,2020-11-19T13:26:05
6456,Dr. Stanley Smith,Dylan Robinson-Nolan,OPBS54742125672882,3,0.460284449,0,2018-07-24T00:00:00,0,0,150000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0,80000,,,,,,,,,,2768372,718357,1,2050015,2017,De 0 a 5 anos,40000,FALSE,TRUE,1,11880,2020-11-19T15:00:54
6457,Miss Mary Matthews,Jasmine Warren,JBPL88257932370444,0,0.368239878,0,2013-01-29T00:00:00,0,0,60000,AprovadoAnalista,De 11 a 30 % - Baixo,0.875,0.125,0,60000,,2020-12-31T03:00:00,0,0,0,0,0,0,0,7404178,3326710,12,4077468,1999,Acima de 17 anos,1000000,FALSE,FALSE,1,133000,2020-11-19T13:49:58
6458,Kelly Fox,Lorraine Hughes,DNLY35380748067028,9,0.47886564,0,2015-08-27T00:00:00,34,113370,600000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,-0.866025404,500000,,2019-12-31T03:00:00,21652995,8896563,35490938,23207261,1847485,9239556,9240657,44276940,19550284,12,24726656,2006,De 11 a 16 anos,2897000,FALSE,FALSE,1,1657600,2020-11-19T13:52:43
6459,Mrs. Naomi Osborne,Mrs. Jasmine Lynch,YJXH90455347089755,33,0.223193253,0,2010-10-05T00:00:00,68,66209.82,325000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.891261689,,
6460,Mrs. Naomi Osborne,Mrs. Jasmine Lynch,YJXH90455347089755,33,0.223193253,0,2010-10-05T00:00:00,68,66209.82,330000,AprovadoAnalista,De 11 a 30 % - Baixo,0.767857143,0.232142857,-0.986194639,330000,,2019-05-31T03:00:00,13769660,6181072,14878097,7402373,3877601,6733077,4076110,8610209,2420538,5,6189671,2003,Acima de 17 anos,1000000,TRUE,FALSE,0.891261689,919533,2020-11-19T13:55:01
6461,Julie Mitchell,Claire Smart,CVRU37930791023295,3,0,,2014-03-26T14:17:21,0,0,25000,AprovadoAnalista,De 11 a 30 % - Baixo,0.839285714,0.160714286,-0.866025404,25000,,,,,,,,,,1610887,966532,12,644355,1990,Acima de 17 anos,150000,FALSE,FALSE,0,108900,2020-11-19T14:49:40
6462,Ashley Wright,Brett Sutton,ADCX92383495319162,4,0.422874991,0,2020-03-17T00:00:00,128,132458.89,250000,AprovadoAnalista,De 31 a 50 % - Médio,0.607142857,0.392857143,0,135000,,2020-09-30T03:00:00,22896322,24649955,31305160,3887520,4750537,1279192,11547673,30497661,14042900,9,16454761,2016,De 0 a 5 anos,400000,TRUE,FALSE,1,0,2020-11-19T14:53:49
6463,Colin Willis,Toby Coleman,YWAW74961277035994,4,0,,2017-09-29T17:29:46,0,0,1595000,AprovadoComite,De 31 a 50 % - Médio,0.535714286,0.464285714,0,1435000,2020-11-20T12:28:51,,,,,,,,,0,0,1,0,2017,De 0 a 5 anos,100000,FALSE,TRUE,0,53200,
6464,Angela Jackson,Lauren Lambert,ZWCV40300251994075,3,0.472654805,0,2017-11-10T00:00:00,67,4385.26,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.607142857,0.392857143,0.866025404,7000,,2019-12-31T00:00:00,52461,5230,53421,48191,0,25266,8820,263102,56175,12,206927,2017,De 0 a 5 anos,10000,FALSE,FALSE,1,3200,2020-11-19T19:27:23
6465,Scott Phillips-Williams,Katie Bailey,XQVI95337896363484,99,0,,2006-03-14T08:16:26,0,0,100000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,100000,,2019-12-31T00:00:00,14055108,3098791,16311448,13212656,0,8308704,2642990,32045758,12464687,12,19581071,2002,Acima de 17 anos,800000,FALSE,FALSE,0,4475148,2020-11-19T19:31:05
6466,Mrs. Jane Peters,Dale Bond,LBZW73045635655092,6,0.425431868,0,2020-04-29T00:00:00,0,0,5000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,5000,,,,,,,,,,774438,0,12,0,2019,De 0 a 5 anos,100000,FALSE,FALSE,1,840,2020-11-19T19:31:48
6467,Mr. Alan Newton,Joel Law,ITKM30714697087368,49,0.47549525,0,2006-06-09T00:00:00,54,161410.78,200000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,-0.848565423,200000,,2019-12-31T06:00:00,1006688,225822,1080065,854243,0,258399,168605,3396494,1015990,12,2380504,1996,Acima de 17 anos,10000,FALSE,TRUE,0.999777293,42240,2020-11-20T13:00:04
6468,Joan Barker,Hollie Sims,EQDD83540065980254,0,0,,2015-10-31T17:18:42,0,0,150000,AprovadoAnalista,De 11 a 30 % - Baixo,0.839285714,0.160714286,0,70000,,2020-09-30T03:00:00,1429928,231824,1502727,874050,0,1063690,1033081,3544599,909189,12,2635410,2001,Acima de 17 anos,5000,FALSE,TRUE,0,72000,2020-11-19T20:16:17
6469,Jamie Evans,Bryan Todd,QNEB59515972606075,149,0.245900851,0,2011-08-31T00:00:00,222,94801.68,360000,AprovadoAnalista,De 11 a 30 % - Baixo,0.714285714,0.285714286,0.866025404,300000,,2020-09-30T03:00:00,11887253,3025731,13698767,4920965,4167000,2303218,2744995,14762262,7127474,9,7634788,2011,De 6 a 10 anos,1425000,FALSE,FALSE,1,149385,2020-11-20T15:27:32
6470,Thomas Cooper,Hugh Chapman,XNAP40795453221979,3,0.479719888,0,2014-07-11T00:00:00,110,48121.99,100000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.964285714,0.035714286,0.866025404,80000,,2019-12-31T03:00:00,519625,200293,828100,627807,0,0,233983,1900333,203377,12,1696956,1990,Acima de 17 anos,200000,FALSE,FALSE,1,66600,2020-11-19T20:17:14
6471,Suzanne Smith,Marian Day,AVAO63044598911311,14,0.565045774,0,2019-12-17T00:00:00,42,118195.87,260000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,260000,,2019-12-31T03:00:00,40147679,40222591,56028277,15136282,15775862,14799137,23664583,120776175,33545891,12,87230284,2004,De 11 a 16 anos,3000000,FALSE,TRUE,1,4670447,2020-11-19T20:18:51
6472,Ms. Marilyn Rice,Mr. Joseph Pritchard,DXTH63307889252921,0,0.285015942,0,2020-08-12T00:00:00,0,0,30000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,25000,,,,,,,,,,1245473,0,12,0,2009,De 11 a 16 anos,75000,FALSE,TRUE,1,10120,2020-11-20T12:58:34
6473,June Jones,Dr. Rachel Armstrong,VAYA85504574664937,0,0.180855428,0,2018-05-16T00:00:00,0,0,30000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.892857143,0.107142857,0,30000,,2019-12-31T00:00:00,5230096,2204632,5268298,2447192,616473,861691,4013348,6508633,3058385,12,3450248,2012,De 6 a 10 anos,1000000,FALSE,FALSE,1,648031,2020-11-20T12:59:05
6474,Marilyn Williams,Marie Harding,TXTO74383490945715,13,0.304017209,0,2018-07-31T00:00:00,0,0,20000,ReprovadoAnalista,De 31 a 50 % - Médio,0.517857143,0.482142857,0.277380822,,,2019-12-31T00:00:00,3863919,358515,6079783,5406940,36500,426682,115401,0,0,1,0,2000,Acima de 17 anos,60000,TRUE,FALSE,1,86198,
6475,Naomi Kelly,Russell Grant-Taylor,QOCI85062193827563,4,0.447714309,0,2016-12-22T00:00:00,0,0,35000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.866025404,35000,,,,,,,,,,6229256,0,12,0,1979,Acima de 17 anos,100000,FALSE,FALSE,1,159100,2020-11-20T15:40:49
6476,Thomas Cooper,Hugh Chapman,XNAP40795453221979,3,0.479719888,0,2014-07-11T00:00:00,110,48121.99,90000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6477,Dr. Derek Griffiths,Hilary Davis,OLGI45589194660211,4,0.549265929,0,2017-01-12T00:00:00,8,33660,300000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,300000,,2020-09-30T03:00:00,6224836,2829515,6246108,1206880,2110000,1508642,1133644,4979335,2199683,9,2779652,2016,De 0 a 5 anos,600000,FALSE,FALSE,1,1620,2020-11-20T15:28:54
6478,Kerry Brown-James,Clifford Price,QERM89266006911361,3,0.492581411,0,2019-07-24T00:00:00,0,3126.09,10000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0,10000,,2019-12-31T00:00:00,0,0,0,0,0,0,0,385803,184256,12,201547,2016,De 0 a 5 anos,50000,FALSE,FALSE,1,28800,2020-11-20T15:42:12
6479,Mr. Steven White,Gerard Hudson,FHNE68825561107354,0,0.428361316,0,2018-11-28T00:00:00,0,0,49999,ReprovadoAnalista,De 11 a 30 % - Baixo,0.767857143,0.232142857,0,,,,,,,,,,,36260825,0,12,0,2014,De 6 a 10 anos,2700000,TRUE,FALSE,1,12900,
6480,Mrs. Aimee Burgess,Tracy Lees,PWOT40446387874280,0,0.666050483,0,2020-08-24T00:00:00,0,0,10000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6481,Katherine Henry,James French,ORDZ15060499124913,43,0,,2006-03-17T09:11:15,0,0,2400000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,2400000,,2020-05-31T03:00:00,57887270,13318706,62021144,585878,26480000,29907257,6112771,83515661,38976246,5,44539415,1978,Acima de 17 anos,100000,FALSE,FALSE,0,829725,2020-11-20T15:36:38
6482,Luke Reid,Dr. Charles Thompson,VKPO14711480790635,20,0.438040523,0,2009-09-17T00:00:00,105,88914.48,150000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,150000,,2019-12-31T03:00:00,2240225,368665,2444480,2075814,25148,0,584242,4269138,1763873,12,2505265,2002,Acima de 17 anos,104500,FALSE,TRUE,0.996107809,93600,2020-11-20T15:44:56
6483,Peter Barlow,Mrs. Sally Walker,FOZQ39728582407424,103,0.474477664,0,2016-08-02T00:00:00,0,0,10000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.894365127,,
